Gene	chrom	start	end
ECHDC3	10	11785918	11806001
C10orf47	10	11866652	11913372
UPF2	10	11962713	12083140
DHTKD1	10	12112391	12165087
SEC61A2	10	12172270	12211730
NUDT5	10	12214075	12238021
CDC123	10	12239826	12292604
CAMK1D	10	12392787	12871239
LOC283070	10	12877130	12877189
CCDC3	10	12939300	13040450
OPTN	10	13142942	13179774
MCM10	10	13203811	13252706
UCMA	10	13263760	13274666
PHYH	10	13321321	13341226
SEPHS1	10	13362064	13388301
BEND7	10	13480567	13544396
PRPF18	10	13630758	13669603
FRMD4A	10	13686443	14372661
MIR1265	10	14478611	14478670
FAM107B	10	14562560	14816107
CDNF	10	14861867	14878519
HSPA14	10	14881849	14913172
SUV39H2	10	14923647	14945168
DCLRE1C	10	14950695	14994886
MEIG1	10	15002260	15012323
OLAH	10	15085962	15115738
ACBD7	10	15121137	15128586
C10orf111	10	15138343	15138402
RPP38	10	15140544	15146211
NMT2	10	15148479	15209189
FAM171A1	10	15256612	15410844
ITGA8	10	15561315	15760475
FAM188A	10	15822241	15901476
PTER	10	16479622	16554880
C1QL3	10	16556087	16563176
RSU1	10	16634391	16858629
CUBN	10	16867520	17171189
TRDMT1	10	17185031	17242047
VIM	10	17273308	17278327
ST8SIA6	10	17365062	17494014
PTPLA	10	17632106	17658517
STAM	10	17687959	17758440
SLC39A12	10	18242092	18332142
CACNB2	10	18430426	18829576
NSUN6	10	18834822	18940102
ARL5B	10	18949530	18965185
PLXDC2	10	20105838	20568983
NEBL	10	21070477	21461426
C10orf114	10	21783493	21784548
C10orf140	10	21803237	21814516
MLLT10	10	21823519	22032481
DNAJC1	10	22045990	22291983
COMMD3	10	22606239	22607620
COMMD3-BMI1	10	22611293	22619021
SPAG6	10	22635667	22705869
PIP4K2A	10	22825792	23001961
ARMC3	10	23217448	23326117
MSRB2	10	23384862	23409903
PTF1A	10	23482768	23482827
C10orf67	10	23608788	23632067
OTUD1	10	23729852	23731273
KIAA1217	10	23984224	24836502
ARHGAP21	10	24876317	25011478
PRTFDC1	10	25138022	25240636
ENKUR	10	25272630	25304665
THNSL1	10	25306892	25314658
LOC100128811	10	25448196	25464309
GPR158	10	25466194	25890440
MYO3A	10	26224599	26500363
GAD2	10	26506163	26593474
APBB1IP	10	26728907	26856535
LOC731789	10	26933807	26938603
PDSS1	10	26987558	27035116
ABI1	10	27036369	27147103
NCRNA00202	10	27224263	27224322
ANKRD26	10	27294439	27387464
YME1L1	10	27399620	27441728
MASTL	10	27444025	27475489
ACBD5	10	27486242	27530291
LOC387646	10	27535307	27537520
PTCHD3	10	27687507	27701575
RAB18	10	27794785	27828437
MKX	10	27963728	28034000
ARMC4	10	28101283	28286600
MPP7	10	28340984	28571067
LOC220906	10	28809659	28820378
WAC	10	28822508	28906286
BAMBI	10	28968247	28970024
LYZL1	10	29579860	29598376
LOC387647	10	29701238	29709333
SVIL	10	29746263	30022879
KIAA1462	10	30303639	30346896
MTPAP	10	30598772	30635508
LOC729668	10	30660036	30661414
MAP3K8	10	30725115	30750087
LYZL2	10	30901066	30918422
ZNF438	10	31134350	31319856
LOC220930	10	31607321	31607365
ZEB1	10	31610640	31817805
ARHGAP12	10	32096645	32215687
KIF5B	10	32300151	32343681
EPC1	10	32559208	32634549
CCDC7	10	32735218	32863364
C10orf68	10	32865815	33169966
ITGB1	10	33189283	33246299
NRP1	10	33467403	33622734
PARD3	10	34398684	35102381
CUL2	10	35298747	35378348
CREM	10	35416465	35501305
CCNY	10	35537182	35860479
GJD4	10	35894893	35896181
FZD8	10	35927735	35927794
ANKRD30A	10	37414879	37520614
ZNF248	10	38117876	38145112
ZNF25	10	38240258	38264972
ZNF33A	10	38301004	38346299
ZNF37A	10	38385443	38410369
LOC100129055	10	38465371	38501421
LOC441666	10	42856869	42859870
LOC84856	10	42972013	42981814
ZNF37BP	10	43010244	43046845
ZNF33B	10	43087801	43132725
BMS1	10	43280019	43328743
RET	10	43574864	43623405
CSGALNACT2	10	43634589	43678701
RASGEF1A	10	43689992	43760376
FXYD4	10	43868297	43870092
HNRNPF	10	43881938	43904315
ZNF487P	10	43933547	43976861
ZNF239	10	44053332	44066824
ZNF485	10	44102763	44113340
ZNF32	10	44139377	44142947
HNRNPA3P1	10	44283583	44283642
C10orf136	10	44341504	44344859
LOC283033	10	44409866	44464443
CXCL12	10	44865782	44879020
LOC220980	10	45307744	45454344
RASSF4	10	45456604	45489413
C10orf25	10	45494605	45496164
ZNF22	10	45497246	45499960
LOC100133308	10	45596447	45648913
LOC338579	10	45651742	45679808
OR13A1	10	45799162	45806956
ALOX5	10	45871021	45940398
MARCH8	10	45953539	46088851
ANUBL1	10	46111533	46167388
SYT15	10	46964979	46969781
GPRIN2	10	46994869	46998701
PPYR1	10	47083825	47086795
LOC643650	10	47096577	47148546
ANTXRL	10	47659111	47697197
ZNF488	10	48355479	48372528
RBP3	10	48381471	48387727
GDF2	10	48415783	48415842
GDF10	10	48426220	48436981
FRMPD2	10	49390075	49482113
MAPK8	10	49609715	49642610
ARHGAP22	10	49654566	49813079
WDFY4	10	49894179	50190944
C10orf72	10	50222399	50322863
FAM170B	10	50340385	50341683
C10orf128	10	50363970	50395178
C10orf71	10	50508059	50535533
DRGX	10	50574541	50599119
ERCC6	10	50665066	50746219
CHAT	10	50820534	50871993
C10orf53	10	50889515	50916907
OGDHL	10	50945499	50968645
PARG	10	51026312	51051607
MSMB	10	51549555	51562414
NCOA4	10	51566318	51589219
TIMM23	10	51593736	51595050
ASAH2	10	52002825	52008242
SGMS1	10	52066805	52380340
ASAH2B	10	52503687	52503746
A1CF	10	52559284	52645435
PRKG1	10	52752647	54054758
DKK1	10	54074145	54075877
MBL2	10	54527562	54531459
PCDH15	10	55562686	56560810
MTRNR2L5	10	57360161	57360220
ZWINT	10	58117771	58117830
IPMK	10	59952254	60025563
CISD1	10	60030211	60046055
UBE2D1	10	60096409	60129895
TFAM	10	60146139	60154843
BICC1	10	60274699	60588426
PHYHIPL	10	60937310	61006898
FAM13C	10	61008293	61122196
SLC16A9	10	61410652	61469178
CCDC6	10	61551500	61665142
C10orf40	10	61718504	61720206
ANK3	10	61786075	62489267
CDK1	10	62539893	62551769
RHOBTB1	10	62629433	62759216
TMEM26	10	63167646	63211032
C10orf107	10	63424347	63525960
ARID5B	10	63661199	63855480
RTKN2	10	63953986	64027081
ZNF365	10	64134873	64431320
ADO	10	64566388	64568105
EGR2	10	64572022	64576789
NRBF2	10	64894603	64913131
JMJD1C	10	64927721	65222724
LOC84989	10	65226245	65226304
REEP3	10	65282280	65382442
CTNNA3	10	67680076	69454848
DNAJC12	10	69556457	69597748
SIRT1	10	69645629	69677500
HERC4	10	69682876	69832922
MYPN	10	69871841	69970858
ATOH7	10	69991540	69991596
PBLD	10	70043146	70090975
HNRNPH3	10	70094900	70102527
RUFY2	10	70104609	70165909
DNA2	10	70174389	70230008
SLC25A16	10	70242982	70286647
TET1	10	70321984	70453558
CCAR1	10	70482203	70549597
STOX1	10	70589654	70655183
DDX50	10	70662678	70705501
DDX21	10	70717665	70742952
KIAA1279	10	70749845	70776752
SRGN	10	70848046	70864455
VPS26A	10	70884465	70931418
SUPV3L1	10	70940830	70968478
HKDC1	10	70980172	71027041
HK1	10	71030681	71161228
TACR2	10	71165772	71175314
TSPAN15	10	71213864	71264277
NEUROG3	10	71332953	71333003
C10orf35	10	71391197	71393273
COL13A1	10	71561904	71718658
H2AFY2	10	71814707	71871963
AIFM2	10	71873809	71890832
TYSND1	10	71898932	71904755
SAR1A	10	71911446	71929364
PPA1	10	71965412	71991011
NPFFR1	10	72016359	72042687
LRRC20	10	72059570	72141101
EIF4EBP2	10	72165116	72187300
NODAL	10	72193966	72200738
KIAA1274	10	72239729	72327914
PRF1	10	72357911	72361237
ADAMTS14	10	72433734	72521328
C10orf27	10	72532251	72543165
SGPL1	10	72577715	72639898
PCBD1	10	72643280	72646994
UNC5B	10	72974120	73059674
SLC29A3	10	73080017	73122419
CDH23	10	73158832	73573764
PSAP	10	73576305	73610480
CHST3	10	73725775	73773297
SPOCK2	10	73820062	73846669
ASCC1	10	73856848	73975543
ANAPC16	10	73976691	73994472
DDIT4	10	74034973	74035017
DNAJB12	10	74093122	74113726
MIR1256	10	74120361	74334727
CBARA1	10	74338831	74385767
CCDC109A	10	74454534	74646715
OIT3	10	74653750	74692689
PLA2G12B	10	74695561	74713102
P4HA1	10	74768454	74854802
NUDT13	10	74871441	74891592
ECD	10	74894736	74927396
FAM149B1	10	74928693	75001610
DNAJC9	10	75004669	75006380
MRPS16	10	75009054	75011910
TTC18	10	75014102	75117299
ANXA7	10	75135238	75171752
ZMYND17	10	75183577	75193069
PPP3CB	10	75196869	75254911
USP54	10	75257769	75335266
MYOZ1	10	75391388	75400931
SYNPO2L	10	75406812	75414252
BMS1P4	10	75475519	75483883
SEC24C	10	75506504	75531890
FUT11	10	75533236	75535578
KIAA0913	10	75546189	75561556
NDST2	10	75563850	75570378
CAMK2G	10	75572437	75633304
C10orf55	10	75670668	75681839
VCL	10	75758598	75879299
AP3M1	10	75882269	75910758
ADK	10	75912301	76468991
MYST4	10	76587308	76792117
DUPD1	10	76799499	76816597
DUSP13	10	76854213	76868384
SAMD8	10	76872522	76941023
VDAC2	10	76969897	76991178
COMTD1	10	76993747	76993797
ZNF503	10	77158059	77160432
NCRNA00245	10	77162552	77168332
C10orf11	10	77542701	78317100
KCNMA1	10	78631197	79396385
DLG5	10	79551837	79684938
LOC100128292	10	79687826	79687885
POLR3A	10	79736367	79787674
RPS24	10	79795164	79816123
LOC283050	10	80704162	80826068
ZMIZ1	10	80829520	81076242
PPIF	10	81108132	81114007
ZCCHC24	10	81142083	81201931
LOC100288974	10	81671295	81689986
SFTPD	10	81697501	81708349
LOC219347	10	81806690	81835297
C10orf57	10	81839279	81850011
PLAC9	10	81895496	81901071
ANXA11	10	81915332	81964440
MAT1A	10	82031631	82049164
DYDC1	10	82096909	82115031
DYDC2	10	82117672	82127512
C10orf58	10	82169713	82191258
TSPAN14	10	82214956	82281947
SH2D4B	10	82299784	82406283
NRG3	10	83635909	84744917
GHITM	10	85901049	85913091
C10orf99	10	85934705	85943214
CDHR1	10	85956647	85978491
LRIT2	10	85980290	85983976
LRIT1	10	85992787	86000148
RGR	10	86005240	86017859
FAM190B	10	86089950	86276963
GRID1	10	87360225	88125099
WAPAL	10	88197158	88280450
OPN4	10	88415278	88426236
LDB3	10	88428727	88495810
BMPR1A	10	88517374	88683359
MMRN2	10	88696952	88717416
SNCG	10	88720166	88723011
C10orf116	10	88728976	88730620
AGAP11	10	88732685	88756065
GLUD1	10	88810670	88853230
FAM35A	10	88855723	88915279
MINPP1	10	89266047	89312414
PAPSS2	10	89420208	89507063
ATAD1	10	89515065	89576716
CFLP1	10	89578576	89604769
KLLN	10	89621065	89622714
PTEN	10	89625664	89727090
RNLS	10	90034965	90341481
LIPJ	10	90346545	90365538
LIPF	10	90425795	90438359
LIPK	10	90484863	90511997
LIPN	10	90521269	90536765
LIPM	10	90563707	90579197
ANKRD22	10	90580573	90611099
STAMBPL1	10	90641719	90682103
ACTA2	10	90695115	90749662
FAS	10	90751158	90775321
CH25H	10	90965786	90965845
LIPA	10	90974485	91010609
IFIT2	10	91062701	91067718
IFIT3	10	91087707	91099610
IFIT1B	10	91140485	91144066
IFIT1	10	91152455	91163540
IFIT5	10	91176271	91180232
SLC16A12	10	91190700	91294920
PANK1	10	91343191	91405225
FLJ37201	10	91451180	91457589
KIF20B	10	91462318	91534304
HTR7	10	92502373	92617222
RPP30	10	92635232	92667594
ANKRD1	10	92672364	92680511
NUDT9P1	10	92911969	92912028
PCGF5	10	92982703	93042822
LOC100188947	10	93067145	93370691
PPP1R3C	10	93388773	93392237
TNKS2	10	93559124	93624781
FGFBP3	10	93667685	93668999
BTAF1	10	93684776	93789925
CPEB3	10	93808422	94049836
MARCH5	10	94051672	94112598
IDE	10	94212119	94332901
KIF11	10	94353750	94414269
HHEX	10	94451152	94454715
EXOC6	10	94594787	94818065
CYP26C1	10	94822155	94827394
CYP26A1	10	94833540	94837372
MYOF	10	95066403	95241900
CEP55	10	95258286	95288054
O3FAR1	10	95327264	95349838
RBP4	10	95352892	95359562
PDE6C	10	95373441	95425271
FRA10AC1	10	95429241	95461166
LGI1	10	95518049	95557489
TMEM20	10	95655295	95661691
PIPSL	10	95719645	95719701
PLCE1	10	95754689	96086157
NOC3L	10	96093720	96121746
TBC1D12	10	96163690	96295343
HELLS	10	96306437	96361688
CYP2C18	10	96446515	96495769
CYP2C19	10	96523214	96610431
CYP2C9	10	96700091	96748976
CYP2C8	10	96796795	96828969
C10orf129	10	96954118	96987344
PDLIM1	10	96997307	97050038
SORBS1	10	97072660	97320665
ALDH18A1	10	97366972	97415643
TCTN3	10	97424001	97452727
ENTPD1	10	97474576	97636297
C10orf131	10	97669144	97696307
CC2D2B	10	97761047	97791144
CCNJ	10	97805360	97819022
ZNF518A	10	97890128	97922896
BLNK	10	97951720	98031201
DNTT	10	98064330	98098208
OPALIN	10	98102963	98118427
TLL2	10	98124347	98271955
TM9SF3	10	98279068	98345961
PIK3AP1	10	98353176	98478872
LCOR	10	98593193	98722842
C10orf12	10	98742565	98742623
SLIT1	10	98757810	98944457
ARHGAP19-SLIT1	10	98947132	99051535
FRAT1	10	99080532	99080589
FRAT2	10	99093186	99093245
RRP12	10	99119003	99159777
PGAM1	10	99187851	99191917
EXOSC1	10	99196035	99204567
ZDHHC16	10	99206975	99215755
MMS19	10	99218063	99257864
UBTD1	10	99260191	99330259
ANKRD2	10	99334278	99343618
HOGA1	10	99345998	99372426
MORN4	10	99374726	99393722
PI4K2A	10	99402017	99435832
AVPI1	10	99437780	99445961
MARVELD1	10	99475560	99477896
ZFYVE27	10	99498010	99520641
SFRP5	10	99526478	99530586
GOLGA7B	10	99610854	99626794
CRTAC1	10	99628558	99789436
C10orf28	10	99895278	100003974
LOXL4	10	100007731	100027043
PYROXD2	10	100143313	100174309
HPS1	10	100176297	100205786
HPSE2	10	100219044	100995613
CNNM1	10	101091270	101152835
GOT1	10	101160835	101189708
NKX2-3	10	101294355	101296194
SLC25A28	10	101370253	101378179
ENTPD7	10	101419840	101471029
COX15	10	101472278	101491672
CUTC	10	101494353	101514326
ABCC2	10	101542596	101609993
DNMBP	10	101636296	101768852
CPN1	10	101802101	101839507
ERLIN1	10	101911614	101943552
CHUK	10	101949365	101987539
CWF19L1	10	101992043	102025946
BLOC1S2	10	102034430	102045516
PKD2L1	10	102047941	102088943
SCD	10	102107426	102123011
NCRNA00263	10	102133665	102143281
WNT8B	10	102223960	102243268
SEC31B	10	102246552	102278404
NDUFB8	10	102284247	102288535
HIF1AN	10	102297188	102311427
PAX2	10	102507272	102588914
FAM178A	10	102673593	102724100
SEMA4G	10	102732769	102744739
MRPL43	10	102745603	102746212
C10orf2	10	102747638	102754180
LZTS2	10	102758492	102767474
PDZD7	10	102769206	102787703
SFXN3	10	102791419	102799784
KAZALD1	10	102822099	102823947
TLX1NB	10	102850465	102890312
TLX1	10	102891826	102897500
LBX1	10	102987428	102987480
FLJ41350	10	102990866	102997651
BTRC	10	103114951	103315882
POLL	10	103339528	103347603
DPCD	10	103348940	103369427
FBXW4	10	103371631	103453040
FGF8	10	103530927	103534693
NPM3	10	103541088	103542575
MGEA5	10	103544313	103576444
KCNIP2	10	103586196	103602645
C10orf76	10	103606185	103814235
HPS6	10	103827614	103827663
LDB1	10	103868348	103879569
PPRC1	10	103894791	103910089
NOLC1	10	103912761	103921620
ELOVL3	10	103986286	103988947
PITX3	10	103989924	104000940
GBF1	10	104006257	104141292
NFKB2	10	104156013	104161501
PSD	10	104162662	104178034
FBXL15	10	104179608	104182215
CUEDC2	10	104184438	104191903
C10orf95	10	104210013	104210057
TMEM180	10	104222014	104236795
ACTR1A	10	104241280	104261705
SUFU	10	104265913	104393079
TRIM8	10	104405383	104417617
ARL3	10	104433514	104472729
SFXN2	10	104475788	104498609
C10orf26	10	104506745	104575440
CYP17A1	10	104592482	104596447
C10orf32	10	104616480	104623551
C10orf32-AS3MT	10	104626779	104661328
CNNM2	10	104678757	104837300
NT5C2	10	104847716	104951944
LOC729020	10	105005650	105005709
INA	10	105038170	105050130
PCGF6	10	105063722	105108687
TAF5	10	105128560	105148417
USMG5	10	105148968	105155952
PDCD11	10	105157018	105204726
CALHM2	10	105206796	105212110
CALHM1	10	105213690	105217135
CALHM3	10	105232546	105238287
NEURL	10	105255361	105350275
SH3PXD2A	10	105353828	105614037
OBFC1	10	105638452	105676369
SLK	10	105727489	105786652
COL17A1	10	105791729	105845596
MEIR5	10	105882306	105885156
WDR96	10	105890009	105991197
GSTO1	10	106014479	106026736
GSTO2	10	106029119	106059171
ITPRIP	10	106073565	106093135
CCDC147	10	106113953	106213497
SORCS3	10	106402992	107022470
SORCS1	10	108333820	108922628
XPNPEP1	10	111626467	111682760
ADD3	10	111768539	111894199
MXI1	10	111968602	112045801
SMNDC1	10	112053466	112062654
DUSP5	10	112259557	112268796
SMC3	10	112328699	112363281
RBM20	10	112405234	112598915
LOC282997	10	112629485	112629544
PDCD4	10	112632830	112658212
BBIP1	10	112660486	112677900
SHOC2	10	112681803	112773330
ADRA2A	10	112837403	112839586
GPAM	10	113911315	113941581
TECTB	10	114044414	114062961
GUCY2GP	10	114069892	114113616
ACSL5	10	114134738	114187809
ZDHHC6	10	114190274	114206120
VTI1A	10	114207549	114578140
LOC143188	10	114611033	114613543
TCF7L2	10	114711525	114925884
HABP2	10	115310781	115349054
NRAP	10	115350968	115423554
CASP7	10	115441426	115489810
C10orf81	10	115511322	115542162
DCLRE1A	10	115594574	115612966
NHLRC2	10	115615920	115670551
ADRB1	10	115806534	115806593
C10orf118	10	115882104	115933405
TDRD1	10	115940668	115991526
VWA2	10	116000339	116049531
AFAP1L2	10	116054609	116161912
ABLIM1	10	116190845	116444072
FAM160B1	10	116583043	116658147
TRUB1	10	116698652	116736945
ATRNL1	10	116854587	117707946
GFRA1	10	117816527	118032756
C10orf96	10	118084783	118138889
PNLIPRP3	10	118190211	118236649
PNLIP	10	118305526	118327385
PNLIPRP1	10	118352326	118368706
PNLIPRP2	10	118382716	118402466
C10orf82	10	118423221	118427913
HSPA12A	10	118433249	118500446
KIAA1598	10	118644624	118763858
VAX1	10	118888898	118896440
KCNK18	10	118958003	118969727
SLC18A2	10	119001881	119038902
PDZD8	10	119042919	119132443
EMX2OS	10	119246156	119304080
EMX2	10	119305579	119308473
RAB11FIP2	10	119765557	119805443
CASC2	10	119807521	119969456
C10orf84	10	120068742	120101226
PRLHR	10	120353353	120354947
C10orf46	10	120440923	120512630
NANOS1	10	120791599	120793303
EIF3A	10	120796899	120838654
FAM45A	10	120865143	120895958
SFXN4	10	120900760	120923729
PRDX3	10	120928097	120937300
GRK5	10	120968265	121214897
RGS10	10	121260164	121300837
TIAL1	10	121333103	121353907
BAG3	10	121413642	121436887
INPP5F	10	121488375	121586902
MCMBP	10	121590950	121630730
SEC23IP	10	121652953	121704185
PPAPDC1A	10	122218414	122349225
LOC283089	10	122522907	122610159
WDR11	10	122612576	122668785
FGFR2	10	123238256	123356539
ATE1	10	123502744	123686428
NSMCE4A	10	123717979	123733571
TACC2	10	123749027	124014068
BTBD16	10	124031276	124097628
PLEKHA1	10	124136187	124191831
ARMS2	10	124214716	124216387
HTRA1	10	124222703	124274222
DMBT1	10	124320298	124399813
C10orf120	10	124457360	124457419
FLJ46361	10	124516539	124555351
CUZD1	10	124592213	124604479
FAM24B-CUZD1	10	124607055	124638331
LOC399815	10	124640793	124658149
FAM24A	10	124670919	124670978
C10orf88	10	124691097	124713053
PSTK	10	124740855	124747800
IKZF5	10	124754193	124766705
ACADSB	10	124769324	124816921
HMX2	10	124909772	124909831
BUB3	10	124914824	124923864
GPR26	10	125426795	125456692
CPXM2	10	125505281	125650203
CHST15	10	125767327	125850821
OAT	10	126087244	126105695
NKX1-2	10	126137244	126137303
LHPP	10	126152869	126300353
FAM53B	10	126308157	126432457
METTL10	10	126447990	126478945
FAM175B	10	126491028	126523486
ZRANB1	10	126631814	126674045
CTBP2	10	126678915	126847075
LOC100169752	10	127265458	127267022
C10orf122	10	127346041	127370665
LOC283038	10	127372237	127396949
FLJ37035	10	127398681	127407408
C10orf137	10	127409547	127452448
MMP21	10	127455366	127462034
UROS	10	127478207	127510486
BCCIP	10	127513630	127541917
DHX32	10	127543378	127569548
FANK1	10	127585550	127698176
ADAM12	10	127703724	128075447
C10orf90	10	128114332	128209915
DOCK1	10	128596378	129250545
NPS	10	129349246	129349305
FOXI2	10	129536749	129536798
CLRN3	10	129678259	129691112
PTPRE	10	129706397	129884097
MKI67	10	129894909	129923610
MGMT	10	131266049	131564755
EBF3	10	131633649	131761659
LOC387723	10	131863949	131907156
GLRX3	10	131935644	131978666
TCERG1L	10	132890701	133108920
PPP2R2D	10	133748053	133769837
BNIP3	10	133782070	133794290
JAKMIP3	10	133918811	133996974
DPYSL4	10	134002529	134019133
STK32C	10	134021014	134118866
LRRC27	10	134146678	134192206
PWWP2B	10	134211774	134230557
C10orf91	10	134258887	134258946
INPP5A	10	134352792	134596461
C10orf92	10	134621905	134673984
C10orf93	10	134743262	134755598
GPR123	10	134902627	134945189
KNDC1	10	134975782	135039749
UTF1	10	135045016	135045065
VENTX	10	135052229	135054616
MIR202	10	135061047	135061104
ADAM8	10	135075891	135089504
TUBGCP2	10	135093156	135121945
ZNF511	10	135123133	135125545
CALY	10	135138926	135143694
PRAP1	10	135165683	135165742
C10orf125	10	135168659	135168715
ECHS1	10	135176280	135185764
PAOX	10	135194119	135203621
MTG1	10	135208245	135232113
SPRN	10	135234787	135236056
LOC619207	10	135267556	135281741
CYP2E1	10	135341135	135352420
SYCE1	10	135367666	135379850
ODF3	11	197649	200274
BET1L	11	202960	206420
RIC8A	11	210300	214051
SIRT3	11	215451	235656
PSMD13	11	237805	251380
NLRP6	11	280778	284884
ATHL1	11	291379	295285
IFITM5	11	299340	299384
IFITM2	11	308184	308228
IFITM1	11	315203	315258
B4GALNT4	11	371634	382069
PKP3	11	395301	404906
SIGIRR	11	409611	414621
ANO9	11	417922	440949
PTDSS2	11	451603	491380
RNH1	11	494540	506246
HRAS	11	532220	533825
LRRC56	11	538448	554355
C11orf35	11	559132	560154
RASSF7	11	561995	562040
PHRF1	11	577312	610836
CDHR5	11	616565	624739
DEAF1	11	644391	695378
TMEM80	11	697366	702636
EPS8L2	11	709801	727077
TALDO1	11	748601	763097
PDDC1	11	770222	776338
CEND1	11	787342	787396
SLC25A22	11	790465	797582
LRDD	11	800376	804845
RPLP2	11	810453	811353
PNPLA2	11	821698	825582
EFCAB4A	11	829209	831973
CD151	11	833586	836113
POLR2L	11	840196	842255
TSPAN4	11	845705	866934
CHID1	11	870664	914161
AP2A2	11	926959	1012242
MUC6	11	1014195	1034258
MUC2	11	1076037	1104394
MUC5B	11	1246380	1280712
TOLLIP	11	1296965	1330043
BRSK2	11	1412987	1483007
MOB2	11	1491097	1782568
SYT8	11	1858216	1858260
TNNI2	11	1860556	1860609
LSP1	11	1878225	1913280
TNNT3	11	1942867	1958729
